source_id,layer,layer_name,type,title,org,url,geography,use,reliability,date,note
"BVL-069","2","Báo chí/corpus địa phương","Bài báo corpus","Du lịch thúc đẩy bảo tồn và phát huy giá trị làng nghề","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/du-lich-thuc-day-bao-ton-va-phat-huy-gia-tri-lang-nghe-4634462/","Vĩnh Long; Trà Vinh; Bến Tre","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-12-23","Trong xu hướng phát triển du lịch (DL) bền vững hiện nay, DL làng nghề được xem là một trong những mục tiêu mà các quốc gia trên thế giới hướng đến. Tỉnh có nhiều làng nghề truyền thống, trong đó có những làng nghề tồn tại hàng trăm năm, mang dấu ấn đặc sắc. DL làng nghề góp phần giới thiệu, bảo tồn, tôn vinh những giá trị văn hóa truyền thống của địa phương."
"BVL-070","2","Báo chí/corpus địa phương","Bài báo corpus","Dừa sáp trở thành nhịp cầu kết nối văn hóa cộng đồng","Báo Vĩnh Long","https://baovinhlong.com.vn/phong-su-ky-su/202512/dua-sap-tro-thanh-nhip-cau-ket-noi-van-hoa-cong-dong-a104188/","Trà Vinh","Bằng chứng corpus 2025; match=direct_lead; confidence=high","4","2025-12-20","Giữa vùng quê Tam Ngãi yên bình, nơi những hàng dừa nối nhau xanh rợp, Bảo tàng Dừa sáp Trà Vinh ra đời như một không gian văn hóa đặc biệt, lưu giữ câu chuyện hơn 100 năm của loại cây nổi tiếng tại vùng đất Cầu Kè. Không chỉ là nơi trưng bày hiện vật, bảo tàng còn mở ra hành trình khám phá văn hóa, đời sống, sinh kế của cộng đồng các dân tộc Kinh, Khmer, Hoa gắn bó lâu đời cùng loại nông sản này, đồng thời trở thành điểm đến mới của du lịch trải nghiệm."
"BVL-071","2","Báo chí/corpus địa phương","Bài báo corpus","Nâng cao nghiệp vụ làm du lịch cộng đồng và du lịch đường thủy","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/202512/nang-cao-nghiep-vu-lam-du-lich-cong-dong-va-du-lich-duong-thuy-7672019/","Vĩnh Long","Bằng chứng corpus 2025; match=direct_title; confidence=high","4","2025-12-19","Từ ngày 18-22/12, Sở Văn hóa, Thể thao và Du lịch tỉnh Vĩnh Long phối hợp với Sở Du lịch TP Hồ Chí Minh tổ chức lớp bồi dưỡng, nâng cao nghiệp vụ làm du lịch cộng đồng và nguồn nhân lực du lịch các điểm đến gắn với du lịch đường thủy."
"BVL-072","2","Báo chí/corpus địa phương","Bài báo corpus","Ông Trần Bá Sanh được bầu làm Chủ tịch Hiệp hội Du lịch tỉnh Vĩnh Long nhiệm kỳ 2025–2030","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/ong-tran-ba-sanh-duoc-bau-lam-chu-tich-hiep-hoi-du-lich-tinh-vinh-long-nhiem-ky-20252030-2c7084b/","Vĩnh Long; Bến Tre","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-12-18","Chiều 18/12, tại Khu du lịch Lan Vương (phường An Hội), Đại hội Hiệp hội Du lịch tỉnh Vĩnh Long lần thứ I, nhiệm kỳ 2025–2030 đã diễn ra và thành công tốt đẹp."
"BVL-073","2","Báo chí/corpus địa phương","Bài báo corpus","Công nhận Bảo tàng dừa sáp Trà Vinh- điểm du lịch tiêu biểu ĐBSCL","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/cong-nhan-bao-tang-dua-sap-tra-vinh-diem-du-lich-tieu-bieu-dbscl-52d0937/","Vĩnh Long; Trà Vinh","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-12-14","Chiều 13/12, tại xã Tam Ngãi, Sở Văn hóa, Thể thao và Du lịch công bố Quyết định của Hiệp hội Du lịch ĐBSCL công nhận Bảo tàng dừa sáp Trà Vinh- điểm du lịch tiêu biểu ĐBSCL. Bảo tàng do Công ty TNHH chế biến dừa sáp Cầu Kè (Vicosap) đầu tư xây dựng trên diện tích 1,5ha."
"BVL-074","2","Báo chí/corpus địa phương","Bài báo corpus","50 học viên dự tập huấn bảo tồn, phát huy giá trị nghệ thuật múa Rô-băm gắn với phát triển du lịch","Báo Vĩnh Long","https://baovinhlong.com.vn/van-hoa-giai-tri/202512/50-hoc-vien-du-tap-huan-bao-ton-phat-huy-gia-tri-nghe-thuat-mua-ro-bam-gan-voi-phat-trien-du-lich-f4b2c97/","Vĩnh Long","Bằng chứng corpus 2025; match=direct_title; confidence=high","4","2025-12-12","Từ ngày 11-15/12, tại xã Châu Thành, Trường Cán bộ quản lý Văn hóa, Thể thao và Du lịch (Bộ Văn hóa, Thể thao và Du lịch) phối hợp UBND xã Châu Thành tổ chức lớp tập huấn nâng cao năng lực bảo tồn, phát huy giá trị nghệ thuật múa Rô-băm của dân tộc Khmer gắn với phát triển du lịch. Có 50 học viên, nghệ nhân dân tộc Khmer trên địa bàn tỉnh Vĩnh Long dự."
"BVL-075","2","Báo chí/corpus địa phương","Bài báo corpus","Khảo sát phát triển du lịch làng nghề và du lịch nông nghiệp tại Vĩnh Long","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/khao-sat-phat-trien-du-lich-lang-nghe-va-du-lich-nong-nghiep-tai-vinh-long-8de34c4/","Vĩnh Long; Bến Tre","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-12-10","Ngày 10/12, đoàn famtrip của Cục Du lịch Quốc gia Việt Nam tổ chức chương trình khảo sát phát triển du lịch làng nghề và du lịch nông nghiệp, nông thôn tại Vĩnh Long."
"BVL-076","2","Báo chí/corpus địa phương","Bài báo corpus","Thêm cơ hội cho ngành du lịch tỉnh vươn mình","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202512/them-co-hoi-cho-nganh-du-lich-tinh-vuon-minh-3130a8c/","Vĩnh Long; Trà Vinh","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-12-05","Dự án xây dựng Bến thủy nội địa Dân Thành (phường Duyên Hải) vừa được khởi công. Đây được xem sự kiện quan trọng được chính quyền địa phương và các doanh nghiệp du lịch trong và ngoài tỉnh phấn khởi đón nhận."
"BVL-077","2","Báo chí/corpus địa phương","Bài báo corpus","Trầm ấm đường gốm đỏ về đêm","Báo Vĩnh Long","https://baovinhlong.com.vn/phong-su-anh/202512/tram-am-duong-gom-do-ve-dem-1345515/","Vĩnh Long","Bằng chứng corpus 2025; match=destination_event; confidence=medium","4","2025-12-01","Khi đô thị đã chìm vào khoảng lặng, con đường gốm đỏ dài hàng trăm mét lại bừng lên vẻ đẹp rất riêng- lặng lẽ, trầm ấm, mà đầy mê hoặc. Ánh sáng đèn hắt lên, rọi rõ từng chi tiết những sản phẩm đang hiện diện, làm đỏ cả không gian, như thể đất mẹ được thắp lên những câu chuyện của mình."
"BVL-078","2","Báo chí/corpus địa phương","Bài báo corpus","Đưa du lịch tỉnh vươn tầm","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/dua-du-lich-tinh-vuon-tam-dde44c2/","Vĩnh Long; Trà Vinh","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-11-29","Những năm gần đây, ngành văn hóa- thể thao và du lịch (DL) tỉnh có nhiều nỗ lực quảng bá, giới thiệu DL địa phương thông qua việc tham gia các hoạt động xúc tiến, quảng bá DL ra thế giới. Những nỗ lực ấy không chỉ góp phần đưa DL tỉnh vươn tầm quốc tế, mà còn tạo động lực mạnh mẽ cho phát triển kinh tế- xã hội bền vững của địa phương."
"BVL-079","2","Báo chí/corpus địa phương","Bài báo corpus","Trên 30 doanh nghiệp lữ hành quốc tế khảo sát điểm du lịch tiêu biểu tại Vĩnh Long","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/tren-30-doanh-nghiep-lu-hanh-quoc-te-khao-sat-diem-du-lich-tieu-bieu-tai-vinh-long-a1a3dcc/","Vĩnh Long","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-11-26","Ngày 26-27/11, Sở Văn hóa, Thể thao và Du lịch Vĩnh Long phối hợp với Hiệp hội Du lịch ĐBSCL tổ chức đoàn Famtrip quốc tế khảo sát các điểm du lịch tiêu biểu trên địa bàn tỉnh."
"BVL-080","2","Báo chí/corpus địa phương","Bài báo corpus","Vĩnh Long tham gia Tuần “Đại đoàn kết các dân tộc - Di sản Văn hóa Việt Nam” năm 2025","Báo Vĩnh Long","https://baovinhlong.com.vn/van-hoa-giai-tri/202511/vinh-long-tham-gia-tuan-dai-doan-ket-cac-dan-toc-di-sanvan-hoa-viet-nam-nam-2025-14e25a6/","Vĩnh Long","Bằng chứng corpus 2025; match=direct_lead; confidence=high","4","2025-11-24","Trong các ngày từ 21-24/11, tại Làng Văn hóa - Du lịch các dân tộc Việt Nam, Bộ Văn hóa, Thể thao và Du lịch tổ chức Tuần “Đại đoàn kết các dân tộc - Di sản Văn hóa Việt Nam” năm 2025."
"BVL-081","2","Báo chí/corpus địa phương","Bài báo corpus","Đẩy mạnh liên kết trong phát triển du lịch","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/day-manh-lien-ket-trong-phat-trien-du-lich-f2c40b6/","Vĩnh Long; Trà Vinh; Bến Tre","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-11-21","Với tiềm năng du lịch rộng lớn của tỉnh, việc liên kết du lịch giữa các tỉnh, thành đang mở ra nhiều cơ hội mới nhằm tăng cường liên kết vùng, khai thác hiệu quả tiềm năng du lịch và xây dựng các sản phẩm đặc trưng liên tỉnh."
"BVL-082","2","Báo chí/corpus địa phương","Bài báo corpus","Phát triển kết cấu hạ tầng, cơ sở vật chất phát triển du lịch","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/phat-trien-ket-cau-ha-tang-co-so-vat-chat-phat-trien-du-lich-e3116f5/","Vĩnh Long; Bến Tre","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-11-20","Theo Sở Văn hóa-TT-DL, hiện tại sở đã phối hợp Sở Tài chính rà soát danh mục dự án thu hút, mời gọi đầu tư của tỉnh. Dự kiến có 15 dự án lĩnh vực văn hóa- du lịch và 4 dự án liên quan du lịch; với tổng quy mô 11.794,16ha, ước vốn đầu tư 14.330 tỷ đồng và theo đề xuất của nhà đầu tư."
"BVL-083","2","Báo chí/corpus địa phương","Bài báo corpus","Ký kết hợp tác phát triển du lịch với Đồng Nai, Đồng Tháp và TP Cần Thơ","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/ky-ket-hop-tac-phat-trien-du-lich-voi-dong-nai-dong-thap-va-tp-can-tho-8b83047/","Vĩnh Long","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-11-19","Ngày 19/11, tại tỉnh Đồng Nai, Sở Văn hóa, Thể thao và Du lịch Đồng Nai tổ chức chương trình ký kết hợp tác phát triển du lịch với Sở Văn hóa-TT-DL các tỉnh Đồng Tháp, Vĩnh Long và TP Cần Thơ, giai đoạn 2025 - 2030."
"BVL-084","2","Báo chí/corpus địa phương","Bài báo corpus","Phát triển du lịch xanh, bền vững trong bối cảnh mới","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/phat-trien-du-lich-xanh-ben-vung-trong-boi-canh-moi-6ff13aa/","Vĩnh Long; Bến Tre","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-11-08","“Cơ cấu lại ngành du lịch đáp ứng yêu cầu phát triển thành ngành kinh tế mũi nhọn”, tỉnh đã chủ động ban hành nhiều nghị quyết, kế hoạch, chương trình hành động nhằm triển khai hiệu quả từng nhiệm vụ. Các doanh nghiệp và địa phương xác định rõ định hướng phát triển du lịch trong giai đoạn mới, gắn với chuyển đổi số và phát triển du lịch xanh."
"BVL-085","2","Báo chí/corpus địa phương","Bài báo corpus","Đặc sắc đêm hội Ok Om Bok","Báo Vĩnh Long","https://baovinhlong.com.vn/phong-su-anh/202511/dac-sac-dem-hoi-ok-om-bok-4aa14cb/","Vĩnh Long; Trà Vinh","Bằng chứng corpus 2025; match=destination_event; confidence=medium","4","2025-11-06","Đêm 5/11, Lễ hội Ok Om Bok (Lễ cúng trăng), Di sản văn hóa phi vật thể quốc gia của đồng bào Khmer tỉnh Vĩnh Long năm 2025 được tổ chức tại Khu di tích danh lam thắng cảnh quốc gia Ao Bà Om (phường Nguyệt Hóa)."
"BVL-086","2","Báo chí/corpus địa phương","Bài báo corpus","Ngân vang làn điệu âm nhạc dân tộc Khmer","Báo Vĩnh Long","https://baovinhlong.com.vn/van-hoa-giai-tri/202511/ngan-vang-lan-dieu-am-nhac-dan-toc-khmer-f330f03/","Trà Vinh","Bằng chứng corpus 2025; match=direct_lead; confidence=high","4","2025-11-06","Hòa chung không khí rộn ràng của Tuần lễ Văn hóa, Thể thao và Du lịch chào mừng lễ hội Ok Om Bok năm 2025, từ 31/10-3/11, tại sân khấu cạnh Khu danh thắng ao Bà Om đã ngân vang những âm điệu từ những tiếng đàn, tiếng trống, tiếng kèn… Đó là không khí của những “bữa tiệc” âm nhạc từ Hội thi trình diễn nhạc cụ truyền thống dân tộc Khmer tỉnh lần thứ I năm 2025.​​​​​​​"
"BVL-087","2","Báo chí/corpus địa phương","Bài báo corpus","Đoàn công tác Cục Du lịch quốc gia về phát triển du lịch làm việc tại tỉnh","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/doan-cong-tac-cuc-du-lich-quoc-gia-ve-phat-trien-du-lich-lam-viec-tai-tinh-5e60425/","Vĩnh Long; Trà Vinh; Bến Tre","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-11-05","Từ ngày 3-5/11, đoàn công tác Cục Du lịch quốc gia Việt Nam (Bộ Văn hóa, Thể thao và Du lịch) do Phó Cục trưởng- Phan Linh Chi làm trưởng đoàn đã làm việc với Sở Văn hóa, Thể thao và Du lịch tỉnh Vĩnh Long về tình hình triển khai đề án: “Cơ cấu lại ngành du lịch đáp ứng yêu cầu phát triển thành ngành kinh tế mũi nhọn” và Chiến lược phát triển du lịch Việt Nam đến năm 2030."
"BVL-088","2","Báo chí/corpus địa phương","Bài báo corpus","Rộn ràng đêm hội Ok Om Bok tỉnh Vĩnh Long 2025","Báo Vĩnh Long","https://baovinhlong.com.vn/van-hoa-giai-tri/202511/ron-rang-dem-hoi-ok-om-bok-tinh-vinh-long-2025-78e07a6/","Vĩnh Long; Trà Vinh","Bằng chứng corpus 2025; match=destination_event; confidence=medium","4","2025-11-05","Tối 5/11, tại sân khấu chính Khu di tích danh lam thắng cảnh quốc gia Ao Bà Om (phường Nguyệt Hóa), UBND tỉnh Vĩnh Long tổ chức Lễ hội Ok Om Bok năm 2025."
"BVL-089","2","Báo chí/corpus địa phương","Bài báo corpus","Khảo sát, thẩm định 2 điểm du lịch tiêu biểu Đồng bằng sông Cửu Long tại tỉnh","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202511/khao-sat-tham-dinh-2-diem-du-lich-tieu-bieu-dong-bang-song-cuu-long-tai-tinh-ae603ef/","Vĩnh Long; Trà Vinh","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-11-03","Đoàn khảo sát “Điểm du lịch tiêu biểu ĐBSCL” do ông Trần Việt Phường- Chủ tịch Hiệp hội Du lịch ĐBSCL làm trưởng đoàn vừa đến Bảo tàng Dừa sáp Trà Vinh và điểm du lịch Somo Farm Cửu Long để khảo sát, thẩm định “Điểm du lịch tiêu biểu ĐBSCL 2025”."
"BVL-090","2","Báo chí/corpus địa phương","Bài báo corpus","12 đoàn tham gia Hội thi trình diễn nhạc cụ chào mừng Lễ hội Ok Om Bok","Báo Vĩnh Long","https://baovinhlong.com.vn/van-hoa-giai-tri/202511/12-doan-tham-gia-hoi-thi-trinh-dien-nhac-cu-chao-mung-le-hoi-ok-om-bok-9260beb/","Vĩnh Long; Trà Vinh","Bằng chứng corpus 2025; match=direct_lead; confidence=high","4","2025-11-01","Tiếp theo chuỗi các hoạt động trong Tuần lễ Văn hóa, Thể thao và Du lịch chào mừng Lễ hội Ok Om Bok tỉnh Vĩnh Long năm 2025, đêm 31/10, tại sân khấu danh thắng Ao Bà Om (phường Nguyệt Hóa), diễn ra lễ khai mạc Hội thi trình diễn nhạc cụ truyền thống dân tộc Khmer tỉnh Vĩnh Long lần thứ I năm 2025."
"BVL-091","2","Báo chí/corpus địa phương","Bài báo corpus","Trải nghiệm miệt vườn sông nước ở cù lao An Bình","Báo Vĩnh Long","https://baovinhlong.com.vn/nhip-song-dong-bang/202511/trai-nghiem-miet-vuon-song-nuoc-o-cu-lao-an-binh-34a03cf/","Vĩnh Long","Bằng chứng corpus 2025; match=direct_lead; confidence=high","4","2025-11-01","Cù lao An Bình nằm giữa sông Tiền và sông Cổ Chiên; khí hậu trong lành mát mẻ, đất đai được phù sa bồi đắp, cây trái sum suê; cùng với hệ thống giao thông đường thủy thuận tiện. Đây là một điểm du lịch hấp dẫn ở Vĩnh Long, mang đến cho du khách những trải nghiệm khó quên về một vùng sông nước đậm chất miền Tây Nam Bộ."
"BVL-092","2","Báo chí/corpus địa phương","Bài báo corpus","Đặc sắc chương trình nghệ thuật chào mừng Lễ hội Ok Om Bok","Báo Vĩnh Long","https://baovinhlong.com.vn/phong-su-anh/202510/dac-sac-chuong-trinh-nghe-thuat-chao-mung-le-hoi-ok-om-bok-afc0c63/","Vĩnh Long; Trà Vinh","Bằng chứng corpus 2025; match=direct_lead; confidence=high","4","2025-10-31","Đêm 30/10, tại Công viên Phạm Ngũ Lão (phường Trà Vinh) trong khuôn khổ lễ khai mạc Tuần lễ Văn hóa, Thể thao và Du lịch chào mừng Lễ hội Ok Om Bok tỉnh Vĩnh Long năm 2025 đã diễn ra chương trình nghệ thuật khá đặc sắc."
"BVL-093","2","Báo chí/corpus địa phương","Bài báo corpus","Khai mạc chuỗi hoạt động tại Tuần lễ Văn hóa, Thể thao và Du lịch","Báo Vĩnh Long","https://baovinhlong.com.vn/van-hoa-giai-tri/202510/khai-mac-chuoi-hoat-dong-tai-tuan-le-van-hoa-the-thao-va-du-lich-3d53b74/","Trà Vinh","Bằng chứng corpus 2025; match=direct_title; confidence=high","4","2025-10-30","Chiều tối 30/10 diễn ra khai mạc các hoạt động: Hội chợ Xúc tiến Thương mại - Sản phẩm công nghiệp nông thôn và OCOP, tại Quảng trường phường Nguyệt Hóa; Không gian triển lãm du lịch và ẩm thực Nam Bộ tại Trung tâm Huấn luyện và Thi đấu thể thao Trà Vinh (phường Nguyệt Hóa). ​​​​​​​"
"BVL-094","2","Báo chí/corpus địa phương","Bài báo corpus","Vĩnh Long khai mạc Tuần lễ Văn hóa, Thể thao và Du lịch chào mừng Lễ hội Ok Om Bok","Báo Vĩnh Long","https://baovinhlong.com.vn/thoi-su/202510/vinh-long-khai-mac-tuan-le-van-hoa-the-thao-va-du-lich-chao-mung-le-hoi-ok-om-bok-88b42e3/","Vĩnh Long; Trà Vinh","Bằng chứng corpus 2025; match=direct_title; confidence=high","4","2025-10-30","Tối 30/10, tại Công viên Phạm Ngũ Lão (phường Trà Vinh), UBND tỉnh Vĩnh Long tổ chức lễ khai mạc Tuần lễ Văn hóa, Thể thao và Du lịch chào mừng Lễ hội Ok Om Bok tỉnh Vĩnh Long năm 2025 (Tuần lễ) với chủ đề “Khám phá và trải nghiệm di sản văn hóa phi vật thể quốc gia lễ hội Ok Om Bok”."
"BVL-095","2","Báo chí/corpus địa phương","Bài báo corpus","Cải thiện chất lượng nguồn nhân lực du lịch","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202510/cai-thien-chat-luong-nguon-nhan-luc-du-lich-0c33912/","Vĩnh Long","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-10-29","Với sự cạnh tranh gay gắt của các điểm đến du lịch (DL) nhằm thu hút, đáp ứng nhu cầu thị hiếu của du khách, mỗi địa phương cần có hướng đi mới. Điều này phụ thuộc rất nhiều vào việc thu hút, đào tạo phát triển nguồn nhân lực được xem là một trong những giải pháp quan trọng trong chiến lược phát triển DL của tỉnh hiện nay."
"BVL-096","2","Báo chí/corpus địa phương","Bài báo corpus","Lễ hội Ok Om Bok: Giữ gìn và lan tỏa giá trị văn hóa Khmer","Báo Vĩnh Long","https://baovinhlong.com.vn/nhip-song-dong-bang/202510/le-hoi-ok-om-bok-giu-gin-va-lan-toa-gia-tri-van-hoa-khmer-dd830aa/","Vĩnh Long","Bằng chứng corpus 2025; match=destination_event; confidence=medium","4","2025-10-29","Trong không khí rộn ràng của ngày rằm tháng Kađấc (tháng 10 âm lịch Khmer), đồng bào Khmer tỉnh Vĩnh Long rộn ràng đón Lễ hội Ok Om Bok. Đây không chỉ là dịp để đồng bào Khmer bày tỏ lòng biết ơn thần Mặt Trăng, cầu cho mùa màng bội thu, mà còn thể hiện tinh thần gắn kết và niềm tự hào văn hóa dân tộc được gìn giữ, trao truyền qua bao thế hệ."
"BVL-097","2","Báo chí/corpus địa phương","Bài báo corpus","Phát triển văn hóa gắn với du lịch xanh hướng đến phát triển bền vững trong giai đoạn tới","Báo Vĩnh Long","https://baovinhlong.com.vn/chinh-tri/202510/phat-trien-van-hoa-gan-voi-du-lich-xanh-huong-den-phat-trien-ben-vung-trong-giai-doan-toi-37a24b3/","Vĩnh Long","Bằng chứng corpus 2025; match=direct_title; confidence=high","4","2025-10-29","Ngày 29/10, trong phiên thảo luận ở hội trường về đánh giá kết quả thực hiện kế hoạch phát triển kinh tế- xã hội năm 2025; dự kiến kế hoạch phát triển kinh tế- xã hội năm 2026, đại biểu Nguyễn Thị Quyên Thanh- Tỉnh ủy viên, Phó Chủ tịch UBND tỉnh Vĩnh Long đề xuất và kiến nghị một số nhiệm vụ và giải pháp trọng tâm về phát triển văn hóa gắn với du lịch xanh hướng đến phát triển bền vững trong giai đoạn tới. ​​​​​​​"
"BVL-098","2","Báo chí/corpus địa phương","Bài báo corpus","Độc đáo sắc màu Lễ hội Kathina ở Vĩnh Long","Báo Vĩnh Long","https://baovinhlong.com.vn/multimedia/202510/doc-dao-sac-mau-le-hoi-kathina-o-vinh-long-0b12ba1/","Vĩnh Long","Bằng chứng corpus 2025; match=destination_event; confidence=medium","4","2025-10-28","Trong tiết thu tháng Mười, khi những cánh đồng lúa vừa ngả vàng, đồng bào Khmer ở Vĩnh Long lại rộn ràng trong không khí tưng bừng của Lễ Dâng Y Kathina – một trong những lễ hội truyền thống mang đậm bản sắc của đồng bào Khmer."
"BVL-099","2","Báo chí/corpus địa phương","Bài báo corpus","Kiểm tra công tác chuẩn bị Tuần lễ Văn hóa, Thể thao và Du lịch chào mừng Lễ hội Ok Om Bok năm 2025","Báo Vĩnh Long","https://baovinhlong.com.vn/thoi-su/202510/kiem-tra-cong-tac-chuan-bi-tuan-le-van-hoa-the-thao-va-du-lich-chao-mung-le-hoi-ok-om-bok-nam-2025-31e32d9/","Vĩnh Long","Bằng chứng corpus 2025; match=direct_title; confidence=high","4","2025-10-27","Chiều 27/10, đồng chí Kim Ngọc Thái- Phó Bí thư Tỉnh ủy Vĩnh Long tổ chức đoàn đến kiểm tra thực tế các điểm sẽ diễn ra các hoạt động trong khuôn khổ Tuần lễ Văn hóa, Thể thao và Du lịch chào mừng Lễ hội Ok Om Bok của tỉnh năm 2025 (Tuần lễ)."
"BVL-100","2","Báo chí/corpus địa phương","Bài báo corpus","Kiến tạo không gian đặc trưng Làng văn hóa du lịch Chợ Lách","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/202510/kien-tao-khong-gian-dac-trung-lang-van-hoa-du-lich-cho-lach-33703b3/","Bến Tre","Bằng chứng corpus 2025; match=direct_title; confidence=high","4","2025-10-26","Tận dụng những lợi thế sẵn có, không gian Làng văn hóa du lịch Chợ Lách được xây dựng nhằm đưa nơi đây trở thành một trong những sản phẩm du lịch đặc thù, trung tâm du lịch mang tầm quốc gia."
"BVL-101","2","Báo chí/corpus địa phương","Bài báo corpus","[Infographic] Các hoạt động chào mừng Lễ hội Ok Om Bok năm 2025 tại tỉnh Vĩnh Long","Báo Vĩnh Long","https://baovinhlong.com.vn/tin-moi/202510/infographic-cac-hoat-dong-chao-mung-le-hoi-ok-om-bok-nam-2025-tai-tinh-vinh-long-77d07db/","Vĩnh Long","Bằng chứng corpus 2025; match=direct_lead; confidence=high","4","2025-10-23","Từ ngày 30/10 đến 5/11/2025, UBND tỉnh Vĩnh Long sẽ tổ chức Tuần lễ Văn hoá, Thể thao và Du lịch chào mừng Lễ hội Ok Om Bok năm 2025."
"BVL-102","2","Báo chí/corpus địa phương","Bài báo corpus","Triển lãm, trưng bày các sản phẩm của đồng bào dân tộc Khmer","Báo Vĩnh Long","https://baovinhlong.com.vn/van-hoa-giai-tri/202510/trien-lam-trung-bay-cac-san-pham-cua-dong-bao-dan-toc-khmer-0ae4819/","Trà Vinh","Bằng chứng corpus 2025; match=direct_lead; confidence=high","4","2025-10-20","Theo Sở Văn hóa-TT-DL, hoạt động triển lãm gian hàng trưng bày các sản phẩm đặc trưng của đồng bào dân tộc Khmer nằm trong chuỗi sự kiện của Tuần lễ Văn hóa-thể thao- du lịch chào mừng Lễ hội Ok Om Bok năm 2025, dự kiến khai mạc lúc 14 giờ ngày 30/10 tại Khu danh thắng quốc gia Ao Bà Om. Tham gia triển lãm có 9 cụm xã, phường có đông đồng bào Khmer sinh sống."
"BVL-103","2","Báo chí/corpus địa phương","Bài báo corpus","Đón gần 7 triệu lượt du khách trong 9 tháng","Báo Vĩnh Long","https://baovinhlong.com.vn/xa-hoi/du-lich/202510/don-gan-7-trieu-luot-du-khach-trong-9-thang-5c73188/","Vĩnh Long","Bằng chứng corpus 2025; match=tourism_category; confidence=high","4","2025-10-14","Theo UBND tỉnh, ước 9 tháng năm 2025, tỉnh đón 6.973.991 lượt khách, trong đó khách quốc tế đạt 915.895 lượt, tổng doanh thu 5.846 tỷ đồng."
"BVL-104","2","Báo chí/corpus địa phương","Bài báo corpus","Làng nghề - mắt xích quan trọng phát triển du lịch đường sông tỉnh Vĩnh Long","Báo Vĩnh Long","https://baovinhlong.com.vn/video/202510/lang-nghe-mat-xich-quan-trong-phat-trien-du-lich-duong-song-tinh-vinh-long-9500d8a/","Vĩnh Long","Bằng chứng corpus 2025; match=direct_title; confidence=high","4","2025-10-14","Sau hợp nhất, tỉnh Vĩnh Long trở thành vùng đất hội tụ, cộng hưởng phong phú các giá trị văn hóa – lịch sử đặc sắc, nhất là hệ thống làng nghề truyền thống. Không chỉ góp phần tạo sinh kế cho cộng đồng dân cư, các làng nghề còn là mắt xích quan trọng trong phát triển du lịch đường sông.​​​​​​​"
"BVL-105","2","Báo chí/corpus địa phương","Bài báo corpus","Chợ Lách tập trung phát triển các làng nghề truyền thống gắn với du lịch","Báo Vĩnh Long","https://baovinhlong.com.vn/kinh-te/202510/cho-lach-tap-trung-phat-trien-cac-lang-nghe-truyen-thong-gan-voi-du-lich-dec2d84/","Bến Tre","Bằng chứng corpus 2025; match=direct_title; confidence=high","4","2025-10-10","Ngày 10/10, Phó Bí thư Tỉnh ủy, Chủ tịch UBND tỉnh- Lữ Quang Ngời cùng đoàn công tác đến làm việc với Đảng ủy, UBND xã Chợ Lách về tình hình hoạt động, khảo sát các mô hình kinh tế địa phương. ​​​​​​​"
